customer_id,recency_days,frequency,monetary,cluster
12522,40,2,192.72000000000003,2
12523,20,23,4352.35,1
12524,10,17,11126.11,1
12525,499,3,973.7299999999998,0
12526,1,3,1316.6599999999999,2
12527,82,5,735.51,2
12528,10,6,1933.4799999999998,1
12529,529,1,316.47999999999996,0
12530,60,9,3759.2600000000007,1
12531,15,2,1933.1999999999996,2
12532,31,1,349.83,2
12533,628,2,1367.89,0
12534,131,1,1089.18,2
12535,92,2,716.3500000000001,2
12536,44,3,12601.830000000005,1
12537,409,1,732.9399999999998,0
12538,30,2,640.45,2
12539,23,7,11214.749999999996,1
12540,20,33,22254.49,1
12541,30,3,981.1799999999998,2
12542,485,2,481.87999999999994,0
12543,449,1,980.2500000000002,0
12544,37,1,372.7,2
12545,76,2,1000.39,2
12546,47,2,1161.5,2
12547,198,3,383.58000000000004,2
12548,167,1,95.19999999999999,2
12549,576,6,1575.68,0
12550,80,1,964.8299999999994,2
12551,358,1,168.0,0
12552,39,2,437.81999999999994,2
12553,9,12,4608.75,1
12554,449,1,468.49999999999994,0
12555,683,1,129.23,0
12556,51,2,599.5599999999997,2
12557,17,8,18096.14,1
12558,8,1,269.96000000000004,2
12559,311,2,561.7099999999999,0
12560,6,3,2134.01,2
12561,303,1,238.85,0
12562,9,9,4966.92,1
12563,409,1,249.24,0
12564,262,1,456.9000000000001,0
12565,289,1,145.92,0
12566,87,1,351.65000000000003,2
12567,23,15,11767.480000000001,1
12568,645,1,70.0,0
12569,3,32,4124.6900000000005,1
12570,683,1,77.52,0
12571,40,2,519.61,2
12572,9,2,1020.4200000000003,2
12573,228,5,717.41,2
12574,316,1,218.45000000000002,0
12575,458,2,622.8199999999999,0
12576,36,8,2142.72,1
12577,36,8,1617.0999999999997,1
12578,22,4,4642.45,1
12579,79,1,440.41999999999996,2
12580,247,2,1052.9,2
12581,40,1,197.70999999999998,2
12582,239,4,1980.4,2
12583,3,27,13591.58,1
12584,4,9,2338.15,1
12585,235,2,2040.1,2
12586,18,4,2062.67,2
12587,8,1,144.0,2
12588,40,4,958.7799999999999,2
12589,29,8,4695.66,1
12590,212,2,9864.260000000004,1
12591,318,3,1338.9499999999998,2
12592,93,5,2582.6600000000003,1
12593,109,3,418.1,2
12594,38,15,5090.110000000001,1
12595,505,1,299.02000000000004,0
12596,52,2,618.27,2
12597,20,4,3811.220000000001,1
12598,10,11,4534.09,1
12599,30,13,2296.7200000000003,1
12600,29,21,4967.42,1
12601,190,6,681.26,2
12602,59,1,153.12000000000003,2
12603,22,1,739.1999999999999,2
12604,80,2,254.18,2
12605,377,4,1232.9499999999994,0
12606,683,1,21.0,0
12607,61,1,1579.51,2
12608,405,1,415.78999999999996,0
12609,79,9,3435.8599999999997,1
12610,23,5,2099.54,2
12611,53,1,1193.32,2
12612,75,1,704.0400000000001,2
12613,58,10,6817.37,1
12614,278,1,315.59999999999997,0
12615,3,8,5740.9800000000005,1
12616,96,3,1131.1,2
12617,30,1,352.9800000000002,2
12618,22,1,177.31,2
12619,17,10,3781.3799999999997,1
12620,15,3,1339.4099999999999,2
12621,2,35,24311.199999999997,1
12622,233,1,180.09999999999997,0
12623,277,7,3747.8400000000006,1
12624,107,2,641.13,2
12625,212,4,5164.879999999999,1
12626,24,9,6620.480000000002,1
12627,11,7,4478.530000000001,1
12628,5,3,786.46,2
12629,386,2,1558.2199999999998,0
12630,10,2,1270.8799999999999,2
12631,58,6,3481.5699999999997,1
12632,521,2,804.8800000000001,0
12633,59,7,5678.159999999999,1
12634,536,2,490.0,0
12635,90,4,2930.4099999999994,2
12636,739,1,141.0,0
12637,68,12,8283.810000000001,1
12638,34,2,921.49,2
12639,239,3,1312.37,2
12640,24,3,1174.58,2
12641,116,1,185.9,2
12642,26,3,1013.2600000000001,2
12643,129,12,8304.82,1
12644,130,4,1918.4900000000005,2
12645,34,8,3539.3000000000006,1
12646,5,2,1346.9699999999998,2
12647,23,36,16955.550000000003,1
12648,155,4,1112.0,2
12649,108,8,2294.65,1
12650,4,1,314.44,2
12651,335,4,377.75,0
12652,332,2,1017.0299999999997,0
12653,149,3,4160.83,2
12654,11,5,601.98,2
12655,424,1,261.35,0
12656,18,8,6407.830000000001,1
12657,12,4,1643.1799999999998,2
12658,19,1,686.0500000000001,2
12659,30,1,91.68,2
12660,12,1,245.10000000000002,2
12661,437,1,162.00000000000003,0
12662,1,20,6726.540000000001,1
12663,625,2,239.4,0
12664,9,11,6070.04,1
12665,325,3,313.6,0
12666,395,1,1248.42,0
12667,59,1,620.13,2
12668,12,10,11383.030000000004,1
12669,151,3,2744.0299999999997,2
12670,11,7,3760.29,1
12671,607,1,2622.481000000001,0
12672,330,2,437.05000000000007,0
12673,6,3,1230.02,2
12674,39,4,1970.6,2
12675,554,2,957.2500000000002,0
12676,25,11,2843.0899999999997,1
12677,556,2,395.1,0
12678,43,21,34281.18,1
12679,59,4,1113.02,2
12680,1,4,880.8099999999998,2
12681,15,45,29834.760000000002,1
12682,4,52,22950.220000000005,1
12683,5,21,11633.699999999999,1
12684,8,7,2283.6299999999997,1
12685,29,6,2863.0799999999995,1
12686,372,1,89.14,0
12687,481,2,2138.9100000000003,0
12688,114,1,4873.810000000005,2
12689,26,2,1247.6100000000004,2
12690,206,1,389.00999999999993,2
12691,29,7,1170.3999999999999,2
12692,638,1,110.95,0
12693,128,7,1703.0200000000002,1
12694,71,3,1843.3500000000004,2
12695,8,7,1407.12,1
12696,435,2,851.9100000000001,0
12697,29,3,957.5900000000001,2
12698,591,1,339.75000000000006,0
12699,418,1,638.1100000000001,0
12700,8,4,4939.99,1
12701,80,6,2446.41,1
12702,20,1,219.0,2
12703,72,4,1006.5299999999997,2
12704,8,8,2340.84,1
12705,16,14,11762.100000000004,1
12707,292,1,603.42,0
12708,30,18,5117.66,1
12709,16,34,30291.760000000002,1
12710,97,3,1149.0200000000004,2
12711,612,2,1339.0500000000002,0
12712,29,21,6723.030000000001,1
12713,1,1,848.5499999999998,2
12714,10,12,14093.71,1
12715,107,1,343.35999999999996,2
12716,4,2,1053.4899999999996,2
12717,152,3,1308.91,2
12718,72,1,238.25000000000003,2
12719,6,2,644.95,2
12720,3,30,7787.280000000001,1
12721,32,8,4013.08,1
12722,86,4,997.63,2
12723,4,5,725.0699999999999,2
12724,6,7,2317.52,1
12725,372,4,2266.7600000000007,2
12726,29,11,4014.6000000000004,1
12727,11,10,5679.530000000001,1
12728,72,5,1070.17,2
12729,114,1,453.0100000000001,2
12730,522,1,829.2500000000001,0
12731,24,17,25775.709999999995,1
12732,180,1,236.2600000000001,2
12733,235,4,2424.87,2
12734,353,3,639.65,0
12735,316,2,779.5699999999998,0
12736,333,1,234.00000000000003,0
12737,499,2,3710.5,0
12738,373,1,155.35,0
12739,79,4,2726.7299999999996,2
12740,64,1,427.5999999999999,2
12741,530,2,406.07000000000005,0
12742,626,1,1201.52,0
12743,135,2,540.1299999999998,2
12744,52,11,25317.06,1
12745,487,3,925.4099999999999,0
12746,541,1,254.54999999999998,0
12747,3,26,8898.480000000001,1
12748,1,336,53539.63999999997,1
12749,4,9,6897.360000000001,1
12750,129,1,275.88,2
12751,445,1,268.27,0
12752,82,1,4366.779999999999,2
12753,23,6,21429.39,1
12754,236,3,3010.74,2
12755,281,11,5236.259999999999,1
12756,87,1,112.08000000000001,2
12757,16,13,7834.650000000005,1
12758,117,7,9903.24,1
12759,53,8,5020.740000000001,1
12760,456,1,347.8,0
12761,458,2,782.95,0
12762,8,2,1898.5200000000007,2
12763,139,2,494.08,2
12764,317,1,1693.8800000000003,0
12765,473,6,1404.58,0
12766,4,9,8918.99,1
12767,376,1,949.8199999999999,0
12768,451,1,168.69000000000003,0
12769,239,1,1143.6000000000001,2
12770,211,2,3246.45,2
12771,486,1,282.3,0
12772,60,1,892.4700000000004,2
12773,565,1,124.25,0
12774,536,1,98.7,0
12775,18,7,1686.12,1
12776,668,1,55.5,0
12777,458,1,519.4499999999999,0
12778,20,9,1775.6799999999998,1
12779,38,14,6474.109999999999,1
12780,599,1,337.39999999999986,0
12781,64,2,826.74,2
12782,5,11,4618.24,1
12783,3,6,2225.91,1
12784,10,3,1763.1500000000003,2
12785,365,3,1100.4,0
12786,610,1,728.4999999999999,0
12787,10,4,862.1800000000001,2
12788,464,4,444.9000000000001,0
12789,66,3,273.35,2
12790,193,2,591.8500000000001,2
12791,374,6,863.51,0
12792,257,2,827.01,2
12793,335,3,885.53,0
12794,54,2,860.4100000000001,2
12795,19,1,430.4800000000001,2
12796,629,1,381.0,0
12797,366,2,552.0799999999999,0
12798,11,4,8510.93,1
12799,530,1,219.35000000000002,0
12800,471,3,584.25,0
12801,501,1,1071.82,0
12802,187,7,2416.4200000000005,1
12803,394,1,1092.81,0
12804,466,2,325.36999999999995,0
12805,382,4,1434.95,0
12806,436,4,2878.959999999999,0
12807,384,1,330.34999999999997,0
12808,37,5,776.6999999999999,2
12809,178,3,1755.94,2
12810,535,2,534.9900000000001,0
12811,261,5,1033.9,2
12812,45,1,229.63999999999993,2
12813,502,3,1687.8000000000002,0
12814,102,1,125.92,2
12815,148,2,1063.4599999999998,2
12816,96,2,572.2,2
12817,282,3,690.98,2
12818,262,1,1542.08,2
12819,459,1,540.5200000000001,0
12820,4,11,2689.52,1
12821,215,2,220.8,2
12822,71,2,948.8799999999999,2
12823,75,18,6501.5,1
12824,60,1,397.11999999999995,2
12825,522,2,518.63,0
12826,3,12,2800.75,1
12827,6,3,430.15,2
12828,3,6,1018.7100000000003,2
12829,337,3,385.3,0
12830,38,6,6814.64,1
12831,263,3,451.11,2
12832,33,2,383.03,2
12833,146,1,417.37999999999994,2
12834,283,1,312.38,0
12835,428,41,5996.830000000002,1
12836,60,15,6559.730000000001,1
12837,174,2,662.66,2
12838,34,10,2975.9100000000008,1
12839,3,26,9669.12,1
12840,144,7,4041.969999999999,1
12841,5,40,6958.2,1
12842,71,4,1917.99,2
12843,66,30,6583.36,1
12844,30,4,648.5999999999999,2
12845,268,4,354.09000000000003,2
12846,683,1,15.58,0
12847,23,2,1608.9999999999998,2
12848,676,1,208.00000000000003,0
12849,32,6,3042.47,1
12850,446,1,330.0,0
12851,97,2,280.76,2
12852,295,1,311.54999999999995,0
12853,135,11,3907.4999999999995,1
12854,79,7,2970.97,1
12855,373,4,612.8400000000004,0
12856,8,6,2170.78,1
12857,211,6,3688.0000000000005,1
12858,384,1,147.26999999999998,0
12859,459,1,575.0999999999999,0
12860,694,1,54.22,0
12861,620,1,68.25,0
12862,426,2,984.6200000000003,0
12863,53,6,2792.55,1
12864,139,2,299.57,2
12865,27,4,3323.47,1
12866,284,3,1227.35,2
12867,27,13,7829.26,1
12868,186,8,2043.7600000000002,1
12869,682,1,337.66999999999996,0
12870,376,3,1676.9500000000003,0
12871,85,3,744.02,2
12872,327,12,3283.9599999999987,1
12873,283,3,2027.3000000000004,2
12874,386,2,948.4200000000001,0
12875,144,5,1356.99,2
12876,58,4,4081.790000000001,1
12877,4,20,2942.14,1
12878,237,2,854.99,2
12879,45,3,573.22,2
12880,382,2,640.13,0
12881,276,1,298.0,0
12882,10,2,1463.0399999999995,2
12883,25,4,703.47,2
12884,89,1,309.05000000000007,2
12885,64,3,1175.2199999999996,2
12886,68,2,1378.4,2
12887,384,1,222.4,0
12888,215,2,354.12,2
12889,382,4,385.4600000000001,0
12890,25,2,706.0199999999998,2
12891,186,11,840.5,1
12892,397,1,263.37999999999994,0
12893,31,1,176.55,2
12894,576,1,157.35,0
12895,43,2,372.79999999999995,2
12897,205,4,514.25,2
12898,464,2,296.21000000000004,0
12899,414,1,366.4,0
12900,423,1,340.33000000000004,0
12901,9,28,17654.539999999997,1
12902,265,1,138.68,0
12903,429,1,833.5300000000001,0
12904,19,2,496.05999999999995,2
12905,577,2,1018.4200000000002,0
12906,12,5,2919.8099999999995,1
12907,396,2,508.9099999999999,0
12908,177,5,1776.0,2
12909,40,8,3103.1900000000005,1
12910,24,13,5796.5199999999995,1
12911,552,1,1651.7199999999998,0
12912,3,5,1662.2999999999997,2
12913,5,13,6283.24,1
12914,401,1,223.98,0
12915,149,4,975.0999999999999,2
12916,139,7,4479.73,1
12917,129,6,4359.2,1
12918,627,1,10953.5,0
12919,9,6,1335.19,2
12920,18,4,486.64,2
12921,10,74,35233.23999999999,1
12922,162,1,405.38,2
12923,65,3,770.4200000000001,2
12924,89,12,2469.3999999999996,1
12925,5,3,729.3299999999999,2
12926,412,4,1523.9699999999998,0
12927,395,1,197.31,0
12928,36,12,4304.89,1
12929,312,1,117.85000000000001,0
12930,79,2,415.8,2
12931,22,57,92347.33999999998,1
12932,540,8,1698.5600000000004,0
12933,25,8,1636.63,1
12934,737,1,181.65,0
12935,3,15,4243.860000000001,1
12936,18,4,1063.9,2
12937,16,9,3097.6099999999997,1
12938,26,1,114.14,2
12939,65,20,25264.799999999996,1
12940,55,2,899.69,2
12941,725,1,377.4900000000002,0
12942,132,3,675.5999999999999,2
12943,559,2,496.4999999999999,0
12944,36,2,604.51,2
12945,289,2,900.1100000000001,2
12946,437,1,324.45,0
12947,144,6,1603.9900000000002,2
12948,17,9,2317.4300000000003,1
12949,31,22,15526.699999999992,1
12950,3,3,1843.0,2
12951,9,15,3213.7200000000003,1
12952,6,4,1387.7900000000002,2
12953,10,2,828.81,2
12954,639,1,162.45,0
12955,2,11,4757.16,1
12956,307,4,521.8899999999999,2
12957,10,13,8706.970000000001,1
12958,401,2,467.3399999999999,0
12959,485,1,150.95000000000002,0
12960,414,4,1322.07,0
12961,380,1,211.99,0
12962,8,2,266.39000000000004,2
12963,9,12,3235.79,1
12964,438,1,132.24,0
12965,90,1,769.8099999999997,2
12966,10,1,160.18,2
12967,359,3,2938.5200000000004,2
12968,113,1,135.95,2
12969,603,1,122.45,0
12970,8,10,1453.6,1
12971,4,116,15704.600000000002,1
12972,414,4,1161.2000000000003,0
12973,414,1,385.55,0
12974,198,2,408.95000000000005,2
12975,437,6,2100.0900000000006,0
12976,212,8,3156.38,1
12977,157,4,513.8799999999999,2
12978,386,5,2502.819999999999,2
12979,730,1,517.7000000000002,0
12980,158,21,16245.780000000002,1
12981,30,2,372.22,2
12982,243,8,2744.8099999999995,1
12983,599,1,490.08,0
12984,19,1,97.5,2
12985,1,2,1239.3799999999999,2
12986,429,10,2729.84,1
12987,74,5,1312.21,2
12988,293,1,505.82,0
12989,4,33,13551.75,1
12990,32,7,955.5,2
12991,24,3,764.8199999999999,2
12992,726,1,93.35000000000001,0
12993,24,8,1259.6299999999999,1
12994,5,3,974.4199999999998,2
12995,86,1,211.32,2
12996,376,1,355.5,0
12997,23,8,2110.91,1
12998,493,3,920.08,0
12999,197,3,455.8799999999999,2
13000,107,4,1032.5000000000002,2
13001,5,33,24042.650000000005,1
13002,319,3,414.13000000000005,0
13003,106,3,149.05,2
13004,12,36,11650.850000000002,1
13005,174,4,999.6800000000001,2
13006,57,1,81.57,2
13007,580,1,175.25,0
13008,324,3,612.13,0
13009,673,1,234.0,0
13010,375,2,330.12,0
13011,373,1,50.550000000000004,0
13012,10,11,2957.83,1
13013,2,29,11097.43,1
13014,11,11,5381.080000000002,1
13015,54,11,6579.78,1
13016,74,3,789.8899999999996,2
13017,8,1,204.0,2
13018,17,35,9763.160000000002,1
13019,380,6,1229.95,0
13020,563,2,618.96,0
13021,5,17,4887.24,1
13022,430,1,65.3,0
13023,65,3,1449.0300000000004,2
13024,471,2,555.8700000000001,0
13025,732,1,323.39,0
13026,2,9,1733.0800000000004,1
13027,114,19,17239.2,1
13028,23,2,661.32,2
13029,31,5,1927.3,2
13030,12,2,752.44,2
13031,408,5,3292.840000000002,1
13032,53,9,2815.96,1
13033,358,2,220.54999999999998,0
13034,55,3,756.8200000000002,2
13035,74,3,1364.1999999999998,2
13036,685,1,307.1,0
13037,139,12,3914.950000000001,1
13038,81,3,908.46,2
13039,585,4,1010.73,0
13040,9,2,676.99,2
13041,451,4,799.1299999999999,0
13042,599,3,1488.5900000000004,0
13043,274,1,516.4200000000001,0
13044,292,11,4848.050000000002,1
13045,100,3,808.92,2
13046,31,3,949.25,2
13047,32,24,8428.53,1
13048,15,9,4049.13,1
13049,65,4,1408.24,2
13050,15,35,11986.519999999997,1
13051,579,2,155.8,0
13052,213,7,3119.33,1
13053,622,1,127.65,0
13055,79,4,2321.1099999999997,2
13056,552,1,209.48000000000002,0
13057,531,3,709.59,0
13058,25,3,271.4,2
13059,250,10,2291.7700000000004,1
13060,254,1,307.53000000000003,0
13061,73,1,248.61,2
13062,192,1,346.98,2
13063,481,1,188.39999999999998,0
13064,13,6,1666.84,1
13065,374,5,1055.05,0
13066,25,2,470.80000000000007,2
13067,83,3,508.51,2
13068,11,2,344.0,2
13069,1,38,9284.450000000008,1
13070,193,4,751.7,2
13071,613,1,129.22,0
13072,267,1,177.14999999999998,0
13073,412,2,418.08,0
13074,512,4,1378.74,0
13075,130,1,919.61,2
13076,458,1,135.4,0
13077,2,11,2740.65,1
13078,4,57,29018.059999999998,1
13079,5,6,419.17999999999995,2
13080,180,4,280.73,2
13081,12,28,56838.369999999966,1
13082,127,21,7335.750000000001,1
13083,5,3,395.43,2
13084,492,1,122.39999999999999,0
13085,158,8,2433.2800000000007,1
13086,383,1,439.32999999999987,0
13087,727,1,313.64,0
13088,418,1,236.11000000000004,0
13089,3,203,113416.91000000005,1
13090,9,24,13091.74,1
13091,29,3,2321.8200000000006,2
13092,71,12,2140.2799999999997,1
13093,276,55,54144.25000000003,1
13094,22,13,2209.44,1
13095,71,1,74.4,2
13096,395,1,419.70000000000005,0
13097,33,28,13324.099999999999,1
13098,2,28,28882.439999999995,1
13099,100,1,207.35999999999999,2
13101,235,4,695.4000000000001,2
13102,2,37,11380.100000000004,1
13103,40,3,709.6399999999999,2
13104,4,9,1709.1,1
13105,437,1,72.0,0
13106,134,2,603.46,2
13107,45,9,5253.070000000001,1
13108,373,2,748.46,0
13109,60,3,1134.0300000000002,2
13110,32,12,2957.47,1
13111,719,1,321.88000000000005,0
13112,542,1,20.6,0
13113,1,37,18230.07,1
13114,731,1,234.37999999999997,0
13115,12,10,5494.700000000001,1
13116,139,1,501.14000000000004,2
13117,22,18,2255.66,1
13118,20,9,2415.41,1
13119,669,1,134.9,0
13120,239,1,30.599999999999998,0
13121,270,1,283.7299999999999,0
13122,95,2,922.3900000000002,2
13123,473,2,506.74999999999994,0
13124,90,4,4641.660000000002,1
13125,524,1,148.62,0
13126,5,13,3774.810000000001,1
13127,78,1,259.16999999999996,2
13128,632,1,263.5,0
13129,453,2,233.25,0
13130,95,1,64.0,2
13131,24,7,3313.77,1
13132,262,1,77.3,0
13133,274,3,200.45000000000002,0
13134,86,6,2475.2299999999996,1
13135,197,2,3371.45,2
13136,57,13,6274.5599999999995,1
13137,11,16,7586.940000000004,1
13138,23,7,1274.01,1
13139,17,8,8202.98,1
13140,109,5,1054.9199999999998,2
13141,85,17,7656.080000000001,1
13142,20,1,307.0899999999999,2
13143,585,1,405.1,0
13144,333,2,135.35,0
13145,40,7,1128.52,2
13146,27,1,228.91,2
13147,11,4,712.8,2
13148,30,26,8497.820000000002,1
13149,15,4,1676.06,2
13150,485,3,449.96999999999997,0
13151,296,3,2465.210000000001,2
13152,418,7,2146.38,1
13153,6,1,486.22,2
13154,400,3,1624.8400000000001,0
13155,34,6,1370.4799999999998,2
13156,386,3,1586.5400000000004,0
13157,50,9,5687.359999999999,1
13158,95,5,1508.1799999999998,2
13159,9,4,1429.3500000000001,2
13160,23,1,91.8,2
13161,314,2,472.13,0
13162,123,16,9275.49,1
13163,611,1,17.65,0
13164,570,2,372.20000000000005,0
13165,47,3,1451.1599999999999,2
13166,284,2,875.9300000000001,2
13167,19,5,1125.1500000000003,2
13168,37,5,1840.7300000000002,2
13169,64,3,840.0799999999999,2
13170,27,1,108.81000000000002,2
13171,22,3,468.40999999999997,2
13172,401,1,69.6,0
13173,5,11,2399.82,1
13174,17,12,7995.360000000005,1
13175,583,2,831.4499999999999,0
13176,47,1,481.49000000000007,2
13177,65,2,512.2,2
13178,27,21,14059.189999999997,1
13179,619,1,572.3100000000001,0
13180,608,1,86.10000000000001,0
13181,382,1,359.69,0
13182,46,1,121.17999999999999,2
13183,8,15,7036.18,1
13184,15,10,1668.9500000000003,1
13185,268,1,71.4,0
13186,40,3,1575.89,2
13187,338,4,341.35999999999996,0
13188,12,1,114.60000000000001,2
13189,19,2,260.68,2
13190,545,3,570.66,0
13191,659,1,164.69000000000003,0
13192,96,6,2558.58,1
13193,62,1,112.08,2
13194,136,2,472.78,2
13195,415,1,136.73000000000002,0
13196,12,7,3068.840000000001,1
13197,610,1,373.0100000000001,0
13198,11,8,4974.23,1
13199,4,67,15964.210000000001,1
13200,20,4,870.0899999999999,2
13201,503,4,1233.06,0
13202,395,7,1580.3000000000002,0
13203,10,10,2648.250000000001,1
13204,732,1,966.66,0
13205,444,1,2803.2,0
13206,401,13,8308.19,1
13207,16,4,535.86,2
13208,59,9,1976.3000000000004,1
13209,31,13,8509.509999999998,1
13210,94,1,353.47999999999996,2
13211,11,10,2618.77,1
13212,20,3,786.8299999999997,2
13213,57,11,3851.520000000001,1
13214,418,7,3264.230000000001,1
13215,403,1,81.6,0
13216,268,1,333.74,0
13217,123,4,666.48,2
13218,128,1,62.64,2
13219,619,1,76.23,0
13220,79,5,1336.09,2
13221,241,2,847.4100000000002,2
13222,578,1,88.5,0
13223,201,6,969.1200000000001,2
13224,61,2,2155.9500000000007,2
13225,4,16,16260.070000000003,1
13226,274,2,312.46000000000004,0
13227,202,1,257.7,2
13228,82,1,358.0,2
13229,226,1,160.95,0
13230,5,30,6120.010000000001,1
13232,13,7,1328.3500000000004,1
13233,75,4,1176.46,2
13234,673,2,346.49999999999994,0
13235,213,1,1031.0699999999997,2
13236,25,2,744.8499999999999,2
13237,388,1,642.9999999999999,0
13238,18,6,1006.6300000000001,2
13239,262,5,1594.6900000000003,2
13240,97,8,1475.79,1
13241,412,1,112.53000000000004,0
13242,113,7,699.4,2
13243,204,5,1220.3799999999999,2
13244,93,1,121.74000000000001,2
13245,51,2,989.22,2
13246,19,11,3351.750000000001,1
13247,18,4,501.11999999999995,2
13248,125,2,465.67999999999995,2
13249,93,9,1608.9300000000003,1
13250,461,2,253.09,0
13251,403,1,252.68000000000004,0
13252,395,2,399.3,0
